trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
43.0,6.73,0,1,1,16.1,0,1,65.0,-0.7,1.0,1
9.0,2.24,1,0,0,19.0,0,1,24.0,2.2,1.0,1
39.0,7.68,0,1,0,15.3,0,1,31.0,-1.5,1.0,1
78.0,7.46,0,1,1,16.1,0,1,60.0,-0.7,1.0,1
50.0,15.2,0,0,1,16.3,0,1,44.0,-0.5,1.0,1
83.0,4.4,1,1,0,14.3,0,1,63.0,-2.5,1.0,1
80.0,18.06,1,1,0,15.3,0,1,68.0,-1.5,1.0,1
83.0,10.2,1,1,0,14.1,0,1,58.0,-2.7,1.0,1
85.0,16.66,0,1,0,14.9,0,1,57.0,-1.9,1.0,1
83.0,12.8,0,1,1,13.5,0,1,67.0,-3.3,1.0,1
85.0,15.4,0,1,1,14.8,0,1,65.0,-2.0,1.0,1
1.0,1.2,1,1,0,18.5,0,1,19.0,1.7,1.0,1
78.0,12.6,1,1,0,15.2,0,1,53.0,-1.6,1.0,1
86.0,12.1,0,1,0,16.1,0,1,50.0,-0.7,2.0,1
1.0,6.4,1,0,0,22.0,0,1,22.0,5.2,1.0,1
33.0,9.8,0,0,1,14.5,0,1,53.0,-2.3,1.0,1
63.0,2.6,1,1,0,17.0,0,1,25.0,0.2,1.0,1
37.0,10.8,1,1,0,18.0,0,1,53.0,1.2,1.0,1
46.0,6.8,0,1,0,17.5,0,1,90.0,0.7,1.0,1
31.0,5.24,1,1,0,14.1,0,1,40.0,-2.7,1.0,1
6.0,3.18,1,0,0,18.5,0,1,14.0,1.7,1.0,1
26.0,2.5,1,1,0,14.6,0,1,58.0,-2.2,1.0,1
89.0,8.25,1,1,0,15.3,0,1,63.0,-1.5,1.0,1
70.0,10.78,1,1,0,13.5,0,1,37.0,-3.3,1.0,1
53.0,8.17,0,1,0,13.2,0,1,54.0,-3.6,1.0,1
43.0,17.11,0,0,1,15.4,0,1,49.0,-1.4,1.0,1
48.0,5.6,0,0,1,16.9,0,1,62.0,0.1,1.0,1
38.0,1.61,0,0,1,14.1,0,1,53.0,-2.7,1.0,1
34.0,15.6,0,1,1,17.1,0,1,44.0,0.3,1.0,1
90.0,4.46,0,1,1,14.7,0,1,47.0,-2.1,1.0,1
83.0,10.0,0,1,0,13.7,0,1,72.0,-3.1,1.0,0
85.0,10.8,0,1,0,13.4,0,1,64.0,-3.4,1.0,0
34.0,19.64,0,1,0,13.7,0,1,63.0,-3.1,1.0,0
91.0,4.74,0,1,0,14.1,0,1,79.0,-2.7,1.0,0
55.0,12.75,0,1,0,13.4,0,1,49.0,-3.4,1.0,0
45.0,2.37,0,1,0,14.6,0,1,73.0,-2.2,1.0,0
80.0,7.4,0,1,1,12.6,0,1,79.0,-4.2,1.0,0
96.0,16.29,0,1,1,13.6,0,1,45.0,-3.2,1.0,0
42.0,14.0,0,0,1,12.7,0,0,43.0,-4.1,1.0,0
81.0,3.1,0,0,1,14.0,0,1,44.0,-2.8,1.0,0
32.0,14.4,0,1,1,15.6,0,1,53.0,-1.2,1.0,0
83.0,3.4,0,1,1,14.0,0,1,52.0,-2.8,1.0,0
81.0,11.8,0,1,0,15.18,0,1,64.94872262773723,-1.62,1.0,0
81.0,17.7,0,1,0,13.8,0,1,61.0,-3.0,1.0,0
90.0,11.6,0,1,0,15.6,0,1,70.0,-1.2,2.0,0
81.0,15.2,0,1,0,12.9,0,0,71.0,-3.9,1.0,0
81.0,7.8,0,1,0,12.5,0,0,72.0,-4.3,1.0,0
80.0,15.94,0,1,0,13.1,0,0,69.0,-3.7,1.0,0
81.0,8.8,0,1,0,13.4,0,0,72.0,-3.4,1.0,0
8.0,6.07,1,0,0,12.7,0,0,26.0,-4.1,1.0,0
81.0,9.75,0,1,0,13.7,0,1,72.0,-3.1,1.0,0
81.0,9.8,0,1,1,13.0,0,1,77.0,-3.8,1.0,0
86.0,18.12,0,1,1,14.3,0,1,57.0,-2.5,1.0,0
86.0,9.4,0,1,0,13.7,0,1,64.0,-3.1,1.0,0
35.0,17.93,0,1,0,11.4,0,1,67.0,-5.4,1.0,0
124.0,6.09,0,1,0,13.0,0,1,69.0,-3.8,1.0,0
34.0,16.38,0,1,0,11.3,0,1,60.0,-5.5,1.0,0
126.0,6.16,0,1,0,12.6,0,1,73.0,-4.2,1.0,0
87.0,18.39,0,1,0,12.2,0,1,67.0,-4.6,1.0,0
80.0,4.0,0,1,0,11.8,0,0,74.0,-5.0,1.0,0
96.0,19.32,0,1,1,12.5,0,0,64.0,-4.3,0.0,0
81.0,6.86,0,1,0,13.3,0,0,79.0,-3.5,0.0,0
9.0,3.8,1,0,0,10.2,0,0,27.0,-6.6,0.0,0
85.0,13.03,0,1,1,12.5,0,0,62.0,-4.3,0.0,0
56.0,7.0,1,0,1,13.8,0,0,37.0,-3.0,0.0,0
104.0,13.2,0,1,0,13.3,0,0,57.0,-3.5,0.0,0
2.0,0.6,1,0,0,14.25,0,0,22.98351648351648,-2.55,0.0,0
85.0,11.8,0,1,0,14.5,0,0,70.0,-2.3,0.0,0
7.0,4.9,1,0,0,14.1,0,0,17.0,-2.7,1.0,0
83.0,13.5,0,1,0,13.9,0,1,62.0,-2.9,1.0,0
83.0,8.0,0,1,0,13.2,0,1,64.0,-3.6,1.0,0
41.0,18.7,0,1,1,14.1,0,0,54.0,-2.7,0.0,0
45.0,3.32,0,1,0,14.2,0,0,67.0,-2.6,1.0,0
81.0,3.8,0,1,0,12.0,0,0,77.0,-4.8,1.0,0
81.0,16.23,0,1,0,13.1,0,1,61.0,-3.7,1.0,0
82.0,10.0,0,1,0,14.5,0,1,75.0,-2.3,1.0,0
80.0,15.57,0,1,0,13.7,0,1,65.0,-3.1,1.0,0
82.0,9.4,0,1,0,13.3,0,1,73.0,-3.5,1.0,0
6.0,3.83,0,1,1,17.8,0,1,19.0,1.0,1.0,0
84.0,12.73,0,1,1,13.9,0,1,57.0,-2.9,1.0,0
38.0,17.64,0,0,1,15.9,0,1,53.0,-0.9,1.0,0
37.0,2.03,0,0,1,13.8,0,1,51.0,-3.0,1.0,0
81.0,5.94,0,1,0,13.5,0,1,72.0,-3.3,1.0,0
86.0,16.58,0,1,0,14.7,0,1,63.0,-2.1,1.0,0
81.0,11.8,0,1,0,13.6,0,1,69.0,-3.2,1.0,0
80.0,15.43,1,1,0,14.2,0,1,51.0,-2.6,1.0,0
82.0,13.74,0,1,1,13.2,0,1,68.0,-3.6,1.0,0
86.0,15.15,0,1,1,12.8,0,1,64.0,-4.0,1.0,0
88.0,6.42,1,1,0,12.8,0,1,49.0,-4.0,1.0,0
34.0,12.14,0,1,0,14.2,0,1,66.0,-2.6,1.0,0
91.0,11.49,0,1,0,14.1,0,0,76.0,-2.7,1.0,0
85.0,10.29,0,1,0,14.6,0,0,65.0,-2.2,0.0,0
2.0,7.23,1,0,0,14.5,0,0,17.0,-2.3,1.0,0
2.0,5.7,1,0,0,15.4,0,0,21.0,-1.4,1.0,0
1.0,0.69,1,0,0,19.4,0,0,12.0,2.6,1.0,0
23.0,3.72,1,0,1,13.5,0,0,48.0,-3.3,1.0,0
105.0,1.72,1,1,1,12.6,0,0,51.0,-4.2,1.0,0
34.0,19.98,0,1,0,11.2,0,0,70.0,-5.6,1.0,0
127.0,2.24,0,1,0,11.8,0,0,66.0,-5.0,1.0,0
40.0,19.19,0,1,1,11.7,0,0,51.0,-5.1,1.0,0
129.0,5.56,0,1,0,12.8,0,0,78.0,-4.0,1.0,0
79.0,18.76,0,1,0,12.7,0,1,65.0,-4.1,1.0,0
81.0,5.72,0,1,0,12.4,0,1,73.0,-4.4,1.0,0
80.0,12.38,0,1,0,12.7,0,1,73.0,-4.1,1.0,0
86.0,13.31,0,1,0,13.4,0,1,60.0,-3.4,1.0,0
94.0,15.67,0,1,1,12.0,0,1,67.0,-4.8,1.0,0
1.0,7.27,0,1,0,14.2,0,0,22.0,-2.6,1.0,0
84.0,6.08,0,1,0,13.1,0,0,79.0,-3.7,1.0,0
13.0,9.29,1,0,1,13.3,0,0,40.0,-3.5,0.0,0
85.0,6.06,0,1,0,14.2,0,1,80.0,-2.6,0.0,0
45.0,7.58,0,1,0,12.3,0,0,45.0,-4.5,1.0,0
34.0,1.0,0,1,0,12.9,0,0,59.0,-3.9,1.0,0
84.0,10.81,0,1,0,12.4,0,0,65.0,-4.4,1.0,0
34.0,16.82,0,1,0,12.0,0,1,34.0,-4.8,1.0,0
128.0,7.3,0,1,0,12.6,0,0,68.0,-4.2,1.0,0
34.0,15.44,0,1,0,11.3,0,0,69.0,-5.5,1.0,0
128.0,6.7,0,1,0,12.3,0,0,76.0,-4.5,1.0,0
34.0,14.19,0,1,0,12.0,0,1,47.0,-4.8,1.0,0
126.0,9.32,0,1,0,13.0,0,0,75.0,-3.8,1.0,0
35.0,17.69,0,1,0,12.0,1,1,57.0,-4.8,1.0,0
48.0,3.23,0,1,0,14.1,1,1,77.0,-2.7,1.0,0
96.0,6.46,0,1,1,12.7,1,1,67.0,-4.1,1.0,0
94.0,15.54,0,1,1,13.3,1,1,72.0,-3.5,1.0,0
75.0,11.03,0,1,0,13.0,1,1,60.0,-3.8,1.0,0
17.0,2.97,0,1,0,15.1,1,1,27.0,-1.7,2.0,0
81.0,14.22,0,1,0,12.4,0,0,77.0,-4.4,2.0,0
2.0,7.95,1,0,0,15.0,0,1,16.0,-1.8,2.0,0
34.0,7.27,0,1,0,12.0,0,0,71.0,-4.8,2.0,0
126.0,4.11,0,1,0,12.2,0,0,72.0,-4.6,2.0,0
34.0,17.94,0,1,0,13.2,0,0,58.0,-3.6,2.0,0
126.0,6.62,0,1,0,12.7,0,0,75.0,-4.1,2.0,0
4.0,10.8,1,0,0,15.9,0,0,19.0,-0.9,2.0,0
36.0,8.16,0,1,0,14.7,0,0,34.0,-2.1,1.0,0
128.0,6.87,0,1,0,13.5,0,0,72.0,-3.3,1.0,0
35.0,11.54,0,1,0,11.6,0,0,56.0,-5.2,1.0,0
90.0,11.1,0,1,0,12.4,0,0,81.0,-4.4,1.0,0
123.0,11.34,0,1,0,12.6,0,0,73.0,-4.2,1.0,0
82.0,19.37,0,1,0,14.2,0,0,80.0,-2.6,1.0,0
67.0,9.18,1,0,1,12.7,0,0,54.0,-4.1,1.0,0
59.0,3.71,1,0,1,13.0,0,0,51.0,-3.8,1.0,0
105.0,15.81,1,0,1,12.6,0,0,50.0,-4.2,1.0,0
86.0,12.44,0,1,0,13.3,0,0,71.0,-3.5,1.0,0
1.0,1.5,0,1,0,14.55,0,0,64.94872262773723,-2.25,1.0,0
62.0,5.22,0,1,0,14.0,0,0,55.0,-2.8,1.0,0
5.0,0.75,0,1,0,15.0,0,0,64.94872262773724,-1.8,1.0,0
45.0,9.0,0,1,0,12.6,0,0,45.0,-4.2,1.0,0
48.0,13.53,0,1,0,15.4,0,0,68.0,-1.4,1.0,0
45.0,2.1,0,1,0,17.7,0,0,97.0,0.9,1.0,0
36.0,15.31,0,1,0,13.5,0,0,58.0,-3.3,1.0,0
34.0,4.3,0,1,0,13.3,0,0,59.0,-3.5,1.0,0
129.0,5.89,0,1,0,12.9,0,0,65.0,-3.9,1.0,0
40.0,10.2,1,1,0,11.3,0,0,42.0,-5.5,1.0,0
44.0,11.81,0,1,0,14.5,0,0,77.0,-2.3,1.0,0
84.0,10.53,0,1,0,10.8,0,0,72.0,-6.0,1.0,0
64.0,2.65,0,1,0,11.3,0,0,46.0,-5.5,1.0,0
47.0,13.51,0,1,0,12.7,0,0,70.0,-4.1,1.0,0
46.0,1.55,0,1,0,12.7,0,0,59.0,-4.1,1.0,0
83.0,8.35,0,1,0,11.5,0,0,45.0,-5.3,1.0,0
46.0,8.76,0,1,0,13.6,0,0,77.0,-3.2,1.0,0
91.0,6.53,0,0,1,12.0,0,0,51.0,-4.8,1.0,0
95.0,16.27,0,1,1,12.2,0,0,58.0,-4.6,1.0,0
69.0,8.5,0,1,1,13.3,0,0,84.0,-3.5,1.0,0
12.0,11.68,1,0,1,11.4,0,0,44.0,-5.4,1.0,0
76.0,2.34,0,1,1,12.9,0,0,80.0,-3.9,1.0,0
119.0,10.26,0,1,1,12.6,0,0,65.0,-4.2,1.0,0
33.0,8.91,0,0,1,12.4,0,0,43.0,-4.4,1.0,0
36.0,2.91,0,0,1,12.3,0,0,48.0,-4.5,1.0,0
18.0,2.64,0,0,1,13.6,0,0,31.0,-3.2,1.0,0
47.0,6.53,0,0,1,13.2,0,0,42.0,-3.6,1.0,0
14.0,1.62,0,0,1,13.2,0,0,42.0,-3.6,1.0,0
11.0,2.43,0,0,1,18.71,0,0,52.375,1.91,1.0,0
109.0,9.99,0,1,0,12.2,0,0,51.0,-4.6,1.0,0
82.0,11.35,0,1,1,11.6,0,0,62.0,-5.2,1.0,0
57.0,13.13,0,1,0,13.3,0,0,69.0,-3.5,1.0,0
61.0,4.96,0,1,0,12.8,0,0,69.0,-4.0,1.0,0
71.0,9.91,0,1,1,12.3,0,0,66.0,-4.5,1.0,0
82.0,10.44,0,1,1,13.0,0,0,85.0,-3.8,1.0,0
82.0,7.87,1,1,0,11.6,1,0,42.0,-5.2,1.0,0
4.0,3.46,1,1,0,13.1,1,0,15.0,-3.7,1.0,0
53.0,4.52,1,1,0,12.1,1,0,47.0,-4.7,1.0,0
54.0,14.81,1,1,0,11.8,0,0,53.0,-5.0,1.0,0
43.0,7.74,1,0,1,13.6,0,0,36.0,-3.2,1.0,0
122.0,3.89,1,0,1,10.7,0,0,47.0,-6.1,1.0,0
17.0,9.9,1,1,1,14.7,1,0,38.0,-2.1,0.0,0
58.0,3.94,0,1,1,13.7,1,0,57.384615384615394,-3.1,0.0,0
41.0,14.15,0,0,1,13.96,0,0,55.4375,-2.84,0.0,0
103.0,9.28,0,1,0,12.8,0,0,40.0,-4.0,0.0,0
97.0,9.96,0,1,0,14.3,0,0,59.0,-2.5,0.0,0
117.0,20.09,0,1,0,14.6,0,0,55.0,-2.2,0.0,0
120.0,15.5,0,0,1,12.6,0,1,61.0,-4.2,0.0,0
71.0,10.94,0,1,0,13.9,0,0,78.0,-2.9,0.0,0
73.0,14.0,0,1,0,14.1,0,0,80.0,-2.7,0.0,0
81.0,9.3,0,1,0,11.9,1,0,76.0,-4.9,0.0,0
112.0,11.57,0,1,0,11.7,1,0,80.0,-5.1,0.0,0
104.0,14.52,0,1,1,12.1,1,0,73.0,-4.7,0.0,0
76.0,12.34,0,1,0,12.6,1,0,67.0,-4.2,0.0,0
75.0,7.72,0,1,1,12.9,1,0,55.0,-3.9,0.0,0
76.0,10.5,1,1,1,13.8,1,0,46.0,-3.0,0.0,1
4.0,0.6,1,0,0,14.8,0,0,21.0,-2.0,1.0,1
3.0,0.4,1,0,0,13.7,0,0,22.0,-3.1,1.0,1
4.0,0.6,1,0,0,15.4,0,0,22.0,-1.4,1.0,1
20.0,3.6,1,1,1,18.0,0,0,44.0,1.2,1.0,1
24.0,2.5,1,0,1,10.5,0,0,42.0,-6.3,1.0,1
20.0,1.9,1,1,1,9.3,0,0,48.0,-7.5,1.0,1
20.0,3.6,1,1,1,18.0,0,0,43.0,1.2,1.0,1
4.0,0.6,1,0,0,14.4,0,0,22.0,-2.4,1.0,1
4.0,0.6,1,0,0,14.9,0,0,24.0,-1.9,1.0,1
27.0,2.4,1,0,1,8.9,0,0,29.0,-7.9,1.0,1
20.0,3.7,1,1,1,18.6,0,0,45.0,1.8,1.0,1
20.0,3.7,1,1,1,18.5,0,0,44.0,1.7,1.0,1
20.0,1.8,1,1,1,8.8,0,0,44.0,-8.0,1.0,1
37.0,3.6,1,0,1,9.8,0,0,45.0,-7.0,1.0,1
2.0,0.4,1,0,0,19.0,1,0,11.0,2.2,1.0,1
20.0,3.5,1,1,1,17.7,0,0,48.0,0.9,1.0,1
20.0,1.6,1,1,1,7.8,0,0,47.0,-9.0,1.0,1
20.0,3.4,1,1,1,17.0,0,0,40.0,0.2,1.0,1
22.0,1.9,1,0,1,8.6,0,0,41.0,-8.2,1.0,1
20.0,3.4,1,1,1,17.0,0,0,43.0,0.2,1.0,1
84.0,11.3,1,0,1,13.4,0,0,66.0,-3.4,1.0,1
41.0,5.5,1,0,1,13.4,0,0,48.0,-3.4,1.0,1
89.0,11.6,1,0,1,13.0,0,0,73.0,-3.8,1.0,1
27.0,3.3,1,0,1,12.3,0,0,51.0,-4.5,1.0,1
24.0,1.9,1,0,1,8.0,0,0,36.0,-8.8,1.0,1
20.0,3.4,1,1,1,17.1,0,0,49.0,0.3,1.0,1
5.0,0.4,1,0,0,8.1,0,0,24.0,-8.7,1.0,1
16.0,1.6,1,0,0,10.0,0,0,35.0,-6.8,1.0,1
20.0,3.5,1,1,1,17.5,0,0,45.0,0.7,1.0,1
20.0,3.5,1,1,1,17.4,0,0,41.0,0.6,1.0,1
20.0,1.6,1,1,1,8.0,0,0,45.0,-8.8,1.0,1
29.0,2.5,1,0,1,8.7,0,0,37.0,-8.1,1.0,1
20.0,3.4,1,1,1,16.9,0,0,49.0,0.1,1.0,1
20.0,1.5,1,1,1,7.7,0,0,45.0,-9.1,1.0,1
20.0,3.4,1,1,1,17.1,0,0,51.0,0.3,1.0,1
11.0,1.4,1,0,0,12.3,0,0,33.0,-4.5,1.0,1
16.0,2.0,1,0,0,12.8,0,0,30.0,-4.0,1.0,1
5.0,1.1,1,0,0,22.5,0,0,26.0,5.7,1.0,1
90.0,12.4,1,0,1,13.8,0,0,49.0,-3.0,1.0,1
20.0,1.7,1,1,1,8.6,0,0,44.0,-8.2,1.0,1
20.0,3.5,1,1,1,17.6,0,0,50.0,0.8,1.0,1
9.0,1.2,1,0,0,13.5,0,0,22.0,-3.3,1.0,1
24.0,2.1,1,0,1,8.6,0,0,26.0,-8.2,1.0,1
20.0,3.5,1,1,1,17.6,0,0,49.0,0.8,1.0,1
20.0,3.7,1,1,1,18.5,0,0,50.0,1.7,1.0,1
20.0,1.8,1,1,1,9.0,0,0,49.0,-7.8,1.0,1
20.0,1.8,1,1,1,9.2,0,0,47.0,-7.6,1.0,1
20.0,3.5,1,1,1,17.4,0,0,50.0,0.6,1.0,1
3.0,0.5,1,0,0,15.0,0,0,25.0,-1.8,1.0,1
6.0,0.7,1,0,0,12.0,0,0,22.0,-4.8,1.0,1
5.0,0.7,1,0,0,14.5,0,0,22.0,-2.3,1.0,1
15.0,1.9,1,0,0,12.8,0,0,24.0,-4.0,1.0,1
20.0,1.8,1,1,1,9.0,0,0,46.0,-7.8,1.0,1
20.0,3.5,1,1,1,17.5,0,0,49.0,0.7,1.0,1
20.0,3.5,1,1,1,17.4,0,0,50.0,0.6,1.0,1
20.0,1.6,1,1,1,8.0,0,0,46.0,-8.8,1.0,1
24.0,2.0,1,0,1,8.5,0,0,35.0,-8.3,1.0,1
20.0,3.6,1,1,1,17.8,0,0,46.0,1.0,1.0,1
22.0,2.2,1,0,1,10.0,0,0,32.0,-6.8,1.0,1
20.0,3.6,1,1,1,18.1,0,0,51.0,1.3,1.0,1
20.0,1.6,1,1,1,8.0,0,0,49.0,-8.8,1.0,1
20.0,3.3,1,1,1,16.6,0,0,48.0,-0.2,1.0,1
173.0,20.8,0,1,0,12.0,0,0,69.0,-4.8,1.0,1
9.0,1.1,1,0,0,12.3,0,0,23.0,-4.5,1.0,1
192.0,21.5,0,1,0,11.2,0,0,59.0,-5.6,1.0,1
20.0,3.3,1,1,1,16.6,0,0,47.0,-0.2,1.0,1
20.0,1.6,1,1,1,8.0,0,0,50.0,-8.8,1.0,1
20.0,3.3,1,1,1,16.5,0,0,48.0,-0.3,1.0,1
20.0,1.4,1,1,1,6.9,0,0,49.0,-9.9,1.0,1
20.0,3.3,1,1,1,16.4,0,0,47.0,-0.4,1.0,1
20.0,3.3,1,1,1,16.7,0,0,44.0,-0.1,1.0,1
2.0,0.3,1,0,0,14.6,0,0,24.0,-2.2,1.0,1
21.0,1.4,1,0,1,6.7,0,0,40.0,-10.1,1.0,1
24.0,1.7,1,0,1,7.2,0,0,37.0,-9.6,1.0,1
20.0,3.2,1,1,1,16.2,0,0,46.0,-0.6,1.0,1
8.0,1.1,1,0,0,13.7,0,0,27.0,-3.1,1.0,1
7.0,0.6,1,0,0,9.0,0,0,33.0,-7.8,1.0,1
20.0,1.4,1,1,1,7.2,0,0,43.0,-9.6,1.0,1
20.0,3.4,1,1,1,16.9,0,0,51.0,0.1,1.0,1
20.0,1.4,1,1,1,7.2,0,0,42.0,-9.6,1.0,1
20.0,3.5,1,1,1,17.4,0,0,48.0,0.6,1.0,1
24.0,1.9,1,0,1,8.0,0,0,42.0,-8.8,1.0,1
20.0,3.6,1,1,1,17.9,0,0,47.0,1.1,1.0,1
20.0,1.6,1,1,1,8.1,0,0,37.0,-8.7,1.0,1
20.0,3.4,1,1,1,17.1,0,0,46.0,0.3,1.0,1
20.0,1.7,1,1,1,8.5,0,0,44.0,-8.3,1.0,1
20.0,3.7,1,1,1,18.3,0,0,53.0,1.5,1.0,1
22.0,3.0,1,0,1,13.8,0,0,50.0,-3.0,1.0,1
26.0,3.4,1,0,1,13.1,0,0,39.0,-3.7,1.0,1
192.0,22.8,0,1,0,11.9,0,0,69.0,-4.9,1.0,1
162.0,18.0,0,1,0,11.1,0,0,79.0,-5.7,1.0,1
24.0,2.0,1,0,1,8.4,0,0,37.0,-8.4,1.0,1
20.0,3.5,1,1,1,17.6,0,0,49.0,0.8,1.0,1
19.0,1.4,1,1,1,7.5,0,0,50.0,-9.3,1.0,0
20.0,3.4,1,1,1,17.2,0,0,50.0,0.4,1.0,0
13.0,1.6,1,0,0,12.4,0,0,23.0,-4.4,1.0,0
163.0,20.4,0,1,0,12.5,0,0,66.0,-4.3,1.0,0
51.0,7.1,1,0,1,14.0,0,0,40.0,-2.8,1.0,0
71.0,8.6,1,0,1,12.1,0,0,51.0,-4.7,1.0,0
62.0,7.1,1,0,1,11.4,0,0,62.0,-5.4,1.0,0
17.0,2.5,1,0,0,14.9,0,0,44.0,-1.9,1.0,0
36.0,4.9,1,0,1,13.5,0,0,56.0,-3.3,1.0,0
42.0,6.0,1,0,1,14.4,0,0,21.0,-2.4,1.0,0
6.0,0.8,1,0,0,13.6,0,0,31.0,-3.2,1.0,0
3.0,0.4,1,0,0,12.3,0,0,23.0,-4.5,1.0,0
4.0,0.6,1,0,0,14.1,0,0,20.0,-2.7,1.0,0
230.0,27.8,0,1,0,12.1,0,0,69.0,-4.7,1.0,0
63.0,6.9,1,0,1,11.0,0,0,40.0,-5.8,1.0,0
20.0,3.7,1,1,1,18.4,0,0,42.0,1.6,1.0,0
19.0,1.6,1,1,1,8.3,0,0,51.0,-8.5,1.0,0
19.0,3.4,1,1,1,17.8,0,0,51.0,1.0,1.0,0
10.0,1.5,1,0,0,14.9,0,0,13.0,-1.9,1.0,0
2.0,0.3,1,0,0,15.9,0,0,19.0,-0.9,1.0,0
4.0,0.5,1,0,0,11.6,0,0,24.0,-5.2,1.0,0
4.0,0.5,1,0,0,12.2,0,0,25.0,-4.6,1.0,0
19.0,1.4,1,1,1,7.5,0,0,50.0,-9.3,1.0,0
20.0,3.5,1,1,1,17.7,0,0,51.0,0.9,1.0,0
24.0,2.1,1,0,1,8.9,0,0,33.0,-7.9,1.0,0
20.0,3.5,1,1,1,17.5,0,0,41.0,0.7,1.0,0
19.0,1.4,1,1,1,7.4,0,0,41.0,-9.4,1.0,0
20.0,3.4,1,1,1,16.8,0,0,47.0,0.0,1.0,0
19.0,1.3,1,1,1,6.8,0,0,54.0,-10.0,1.0,0
20.0,3.5,1,1,1,17.5,0,0,50.0,0.7,1.0,0
24.0,1.8,1,0,1,7.3,0,0,34.0,-9.5,1.0,0
20.0,3.3,1,1,1,16.6,0,0,47.0,-0.2,1.0,0
178.0,20.8,0,1,0,11.7,0,0,61.0,-5.1,1.0,0
82.0,9.3,1,0,1,11.3,0,0,73.0,-5.5,1.0,0
14.0,1.6,1,0,0,11.4,0,0,58.0,-5.4,1.0,0
14.0,2.0,1,0,0,14.4,0,0,61.0,-2.4,1.0,0
264.0,30.1,0,1,0,11.4,0,0,68.0,-5.4,1.0,0
14.0,1.7,1,0,0,12.4,0,0,61.0,-4.4,1.0,0
24.0,2.2,1,0,1,9.0,0,0,25.0,-7.8,1.0,0
20.0,3.7,1,1,1,18.4,0,0,42.0,1.6,1.0,0
4.0,0.7,1,0,0,16.8,0,0,8.0,0.0,1.0,0
20.0,1.6,1,1,1,8.1,0,0,31.0,-8.7,1.0,0
20.0,3.3,1,1,1,16.7,0,0,46.0,-0.1,1.0,0
19.0,1.4,1,1,1,7.6,0,0,49.0,-9.2,1.0,0
19.0,3.2,1,1,1,16.8,0,0,46.0,0.0,1.0,0
13.0,1.5,1,0,0,11.8,0,0,23.0,-5.0,1.0,0
77.0,9.3,1,0,1,12.1,0,0,52.0,-4.7,1.0,0
19.0,2.3,1,1,1,12.0,0,0,32.0,-4.8,1.0,0
13.0,1.4,1,0,0,10.8,0,0,22.0,-6.0,1.0,0
19.0,1.0,1,1,1,5.4,0,0,46.0,-11.4,1.0,0
19.0,3.1,1,1,1,16.2,0,0,51.0,-0.6,1.0,0
311.0,33.0,0,1,0,10.6,0,0,77.0,-6.2,1.0,0
294.0,30.3,0,1,0,10.3,0,0,55.0,-6.5,1.0,0
13.0,1.5,1,0,0,11.2,0,0,46.0,-5.6,1.0,0
43.0,4.4,1,0,1,10.2,0,0,37.0,-6.6,1.0,0
28.0,3.4,1,0,1,12.0,0,0,48.0,-4.8,1.0,0
6.0,0.6,1,0,0,9.3,0,0,23.0,-7.5,1.0,0
19.0,2.9,1,1,1,15.0,0,0,47.0,-1.8,1.0,0
19.0,1.8,1,1,1,9.3,0,0,51.0,-7.5,1.0,0
20.0,2.5,1,1,1,12.3,0,0,32.0,-4.5,1.0,0
4.0,0.2,1,0,0,5.8,0,0,28.0,-11.0,1.0,0
21.0,2.6,1,0,1,12.4,0,0,21.0,-4.4,1.0,0
56.0,5.4,1,0,1,9.6,0,0,46.0,-7.2,1.0,0
58.0,5.7,1,0,1,9.9,0,0,31.0,-6.9,1.0,0
345.0,38.3,0,1,0,11.1,0,0,61.0,-5.7,1.0,0
8.0,0.6,1,0,0,7.3,0,0,24.0,-9.5,1.0,0
323.0,35.5,0,1,0,11.0,0,0,76.0,-5.8,1.0,0
2.0,0.3,1,0,0,14.2,0,0,20.0,-2.6,1.0,0
25.0,2.1,1,0,1,8.5,0,0,34.0,-8.3,1.0,0
20.0,3.4,1,1,1,17.0,0,0,47.0,0.2,1.0,0
19.0,1.8,1,1,1,9.7,0,0,45.0,-7.1,1.0,0
20.0,3.4,1,1,1,17.1,0,0,51.0,0.3,1.0,0
356.0,45.2,0,1,0,12.7,0,0,71.0,-4.1,1.0,0
3.0,0.4,1,0,0,12.7,0,0,26.0,-4.1,1.0,0
5.0,0.5,1,0,0,10.1,0,0,21.0,-6.7,1.0,0
272.0,29.9,0,1,0,11.0,0,0,72.0,-5.8,1.0,0
19.0,1.3,1,1,1,6.6,0,0,48.0,-10.2,1.0,0
19.0,3.0,1,1,1,15.9,0,0,49.0,-0.9,1.0,0
22.0,1.3,1,0,1,5.9,0,0,41.0,-10.9,1.0,0
19.0,3.1,1,1,1,16.4,0,0,53.0,-0.4,1.0,0
19.0,1.3,1,1,1,6.7,0,0,24.0,-10.1,1.0,0
19.0,3.1,1,1,1,16.5,0,0,42.0,-0.3,1.0,0
20.0,1.2,1,1,1,6.0,0,0,46.0,-10.8,1.0,0
19.0,3.1,1,1,1,16.1,0,0,50.0,-0.7,1.0,0
19.0,3.1,1,1,1,16.1,0,0,47.0,-0.7,1.0,0
